event_id,gorilla_id,event_date,group_id,illness_type,severity,days_ill,recovered,veterinary_treated,transmission_source,n_sym_tourists_in_window,days_since_earliest_exposure,max_severity_score,tourism_proximate,max_severity_in_window,linkage_confidence,attributed_source,age_category,immunocompromised
GHE-00185,G-0001,2021-12-17,Susa,respiratory,severe,32,1,1,tourism_linked,3,3.0,2,True,moderate,0.82,tourism_attributed,silverback,False
GHE-00186,G-0001,2022-02-02,Susa,respiratory,severe,33,1,1,tourism_linked,6,2.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00187,G-0001,2022-02-12,Susa,respiratory,mild,4,1,0,tourism_linked,7,0.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00188,G-0001,2022-02-09,Susa,respiratory,mild,6,1,0,background_seasonal,5,1.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00189,G-0001,2022-02-11,Susa,respiratory,severe,27,1,1,background_seasonal,6,1.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00190,G-0001,2022-02-14,Susa,respiratory,mild,3,1,0,background_seasonal,8,1.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00191,G-0001,2022-02-27,Susa,gastrointestinal,severe,28,1,1,background_seasonal,3,3.0,2,True,moderate,0.82,tourism_attributed,silverback,False
GHE-00192,G-0001,2022-03-04,Susa,respiratory,moderate,12,1,1,background_seasonal,1,8.0,1,True,mild,0.49,tourism_possible,silverback,False
GHE-00193,G-0001,2022-03-30,Susa,gastrointestinal,mild,4,1,0,background_seasonal,6,0.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00194,G-0001,2022-04-12,Susa,respiratory,moderate,15,1,1,tourism_linked,4,6.0,2,True,moderate,0.88,tourism_attributed,silverback,False
GHE-00195,G-0001,2022-04-13,Susa,respiratory,moderate,13,1,1,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00196,G-0001,2022-04-15,Susa,respiratory,fatal,16,0,1,background_seasonal,4,1.0,2,True,moderate,0.92,tourism_attributed,silverback,False
GHE-00197,G-0001,2022-04-18,Susa,respiratory,mild,5,1,0,background_seasonal,5,1.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00198,G-0001,2022-05-06,Susa,respiratory,moderate,16,1,1,background_seasonal,6,4.0,2,True,moderate,0.98,tourism_attributed,silverback,False
GHE-00199,G-0001,2022-05-13,Susa,respiratory,moderate,13,1,1,background_seasonal,1,11.0,2,True,moderate,0.5,tourism_attributed,silverback,False
GHE-00200,G-0001,2022-06-02,Susa,respiratory,mild,3,1,0,tourism_linked,5,0.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00201,G-0001,2022-06-06,Susa,respiratory,mild,7,1,0,tourism_linked,4,3.0,2,True,moderate,0.92,tourism_attributed,silverback,False
GHE-00202,G-0001,2022-08-23,Susa,respiratory,moderate,9,1,1,background_seasonal,7,1.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00203,G-0001,2022-10-21,Susa,respiratory,mild,5,1,0,background_seasonal,1,1.0,1,True,mild,0.57,tourism_attributed,silverback,False
GHE-00204,G-0001,2022-11-25,Susa,respiratory,moderate,15,1,1,tourism_linked,3,8.0,1,True,mild,0.69,tourism_attributed,silverback,False
GHE-00205,G-0001,2022-11-30,Susa,dermatological,mild,7,1,0,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00206,G-0001,2022-12-09,Susa,respiratory,mild,7,1,0,tourism_linked,5,5.0,2,True,moderate,0.98,tourism_attributed,silverback,False
GHE-00207,G-0001,2022-12-22,Susa,respiratory,moderate,9,1,0,background_seasonal,4,1.0,2,True,moderate,0.92,tourism_attributed,silverback,False
GHE-00208,G-0001,2023-01-05,Susa,respiratory,severe,33,1,0,tourism_linked,3,2.0,2,True,moderate,0.82,tourism_attributed,silverback,False
GHE-00210,G-0001,2023-01-17,Susa,respiratory,moderate,9,1,1,tourism_linked,7,5.0,2,True,moderate,0.98,tourism_attributed,silverback,False
GHE-00211,G-0001,2023-01-22,Susa,gastrointestinal,mild,3,1,0,background_seasonal,3,10.0,2,True,moderate,0.74,tourism_attributed,silverback,False
GHE-00212,G-0001,2023-02-04,Susa,respiratory,mild,3,1,0,background_seasonal,2,7.0,1,True,mild,0.63,tourism_attributed,silverback,False
GHE-00213,G-0001,2023-02-27,Susa,respiratory,mild,3,1,0,background_seasonal,5,2.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00214,G-0001,2023-03-11,Susa,respiratory,moderate,13,1,1,background_seasonal,6,0.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00215,G-0001,2023-03-15,Susa,injury,fatal,13,0,1,background_seasonal,5,3.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00216,G-0001,2023-03-16,Susa,gastrointestinal,mild,7,1,0,background_seasonal,5,4.0,2,True,moderate,0.98,tourism_attributed,silverback,False
GHE-00217,G-0001,2023-03-20,Susa,respiratory,mild,5,1,0,background_seasonal,2,8.0,1,True,mild,0.59,tourism_attributed,silverback,False
GHE-00218,G-0001,2023-04-13,Susa,respiratory,mild,5,1,0,background_seasonal,3,4.0,2,True,moderate,0.78,tourism_attributed,silverback,False
GHE-00219,G-0001,2023-04-27,Susa,respiratory,mild,3,1,0,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00220,G-0001,2023-05-06,Susa,respiratory,mild,8,1,0,tourism_linked,7,0.0,3,True,severe,1.0,tourism_attributed,silverback,False
GHE-00221,G-0001,2023-05-05,Susa,respiratory,mild,7,1,0,background_seasonal,5,6.0,3,True,severe,1.0,tourism_attributed,silverback,False
GHE-00222,G-0001,2023-05-09,Susa,respiratory,moderate,9,1,0,background_seasonal,8,2.0,3,True,severe,1.0,tourism_attributed,silverback,False
GHE-00223,G-0001,2023-05-10,Susa,gastrointestinal,severe,22,1,1,background_seasonal,8,3.0,3,True,severe,1.0,tourism_attributed,silverback,False
GHE-00224,G-0001,2023-05-08,Susa,respiratory,moderate,15,1,1,tourism_linked,8,1.0,3,True,severe,1.0,tourism_attributed,silverback,False
GHE-00225,G-0001,2023-05-27,Susa,respiratory,moderate,13,1,1,background_seasonal,3,7.0,1,True,mild,0.73,tourism_attributed,silverback,False
GHE-00226,G-0001,2023-06-02,Susa,respiratory,severe,35,1,1,background_seasonal,1,13.0,1,True,mild,0.45,tourism_possible,silverback,False
GHE-00227,G-0001,2023-06-06,Susa,respiratory,moderate,17,1,1,background_seasonal,2,1.0,1,True,mild,0.67,tourism_attributed,silverback,False
GHE-00228,G-0001,2023-06-30,Susa,respiratory,moderate,13,1,1,tourism_linked,7,6.0,1,True,mild,0.93,tourism_attributed,silverback,False
GHE-00229,G-0001,2023-08-11,Susa,gastrointestinal,mild,6,1,0,background_seasonal,8,0.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00230,G-0001,2023-08-15,Susa,respiratory,mild,8,1,0,background_seasonal,7,2.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00231,G-0001,2023-09-27,Susa,dermatological,mild,8,1,0,background_seasonal,11,0.0,3,True,severe,1.0,tourism_attributed,silverback,False
GHE-00232,G-0001,2023-10-13,Susa,respiratory,fatal,14,0,1,background_seasonal,3,0.0,3,True,severe,0.9,tourism_attributed,silverback,False
GHE-00233,G-0001,2023-10-16,Susa,respiratory,mild,5,1,0,background_seasonal,2,3.0,3,True,severe,0.8,tourism_attributed,silverback,False
GHE-00234,G-0001,2023-10-21,Susa,respiratory,moderate,17,1,1,background_seasonal,4,1.0,2,True,moderate,0.92,tourism_attributed,silverback,False
GHE-00235,G-0001,2023-10-27,Susa,respiratory,moderate,8,1,1,background_seasonal,6,1.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00236,G-0001,2023-11-08,Susa,respiratory,mild,8,1,0,background_seasonal,6,0.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00237,G-0001,2023-11-17,Susa,respiratory,severe,18,1,1,background_seasonal,6,1.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00238,G-0001,2023-12-25,Susa,respiratory,mild,5,1,0,background_seasonal,8,3.0,2,True,moderate,1.0,tourism_attributed,silverback,False
GHE-00239,G-0002,2015-02-01,Susa,respiratory,mild,3,1,0,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00240,G-0002,2015-03-26,Susa,respiratory,moderate,15,1,1,background_seasonal,1,14.0,1,True,mild,0.45,tourism_possible,adult_male,False
GHE-00241,G-0002,2015-05-02,Susa,respiratory,moderate,15,1,1,background_seasonal,7,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00242,G-0002,2015-06-17,Susa,respiratory,moderate,14,1,1,tourism_linked,6,3.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00243,G-0002,2015-07-27,Susa,respiratory,fatal,20,0,1,tourism_linked,5,2.0,3,True,severe,1.0,tourism_attributed,adult_male,False
GHE-00244,G-0002,2015-08-15,Susa,respiratory,mild,6,1,0,background_seasonal,2,11.0,2,True,moderate,0.6,tourism_attributed,adult_male,False
GHE-00245,G-0002,2015-09-07,Susa,dermatological,moderate,11,1,1,background_seasonal,3,10.0,2,True,moderate,0.74,tourism_attributed,adult_male,False
GHE-00246,G-0002,2015-11-01,Susa,dermatological,moderate,12,1,1,background_seasonal,4,2.0,2,True,moderate,0.92,tourism_attributed,adult_male,False
GHE-00247,G-0002,2015-11-06,Susa,respiratory,mild,6,1,0,background_seasonal,2,7.0,2,True,moderate,0.68,tourism_attributed,adult_male,False
GHE-00248,G-0002,2015-11-18,Susa,respiratory,mild,8,1,0,background_seasonal,4,5.0,2,True,moderate,0.88,tourism_attributed,adult_male,False
GHE-00249,G-0002,2015-12-06,Susa,respiratory,mild,5,1,0,background_seasonal,1,7.0,1,True,mild,0.53,tourism_attributed,adult_male,False
GHE-00250,G-0002,2015-12-27,Susa,respiratory,mild,6,1,0,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00251,G-0002,2016-01-20,Susa,gastrointestinal,mild,5,1,0,background_seasonal,3,2.0,2,True,moderate,0.82,tourism_attributed,adult_male,False
GHE-00252,G-0002,2016-02-10,Susa,respiratory,mild,7,1,0,background_seasonal,5,2.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00253,G-0002,2016-03-03,Susa,respiratory,mild,6,1,0,background_seasonal,6,4.0,2,True,moderate,0.98,tourism_attributed,adult_male,False
GHE-00254,G-0002,2016-03-12,Susa,respiratory,mild,6,1,0,background_seasonal,7,5.0,2,True,moderate,0.98,tourism_attributed,adult_male,False
GHE-00255,G-0002,2016-04-30,Susa,respiratory,moderate,18,1,0,background_seasonal,2,5.0,1,True,mild,0.63,tourism_attributed,adult_male,False
GHE-00256,G-0002,2016-07-27,Susa,respiratory,mild,7,1,0,tourism_linked,6,4.0,3,True,severe,1.0,tourism_attributed,adult_male,False
GHE-00257,G-0002,2016-12-01,Susa,respiratory,severe,28,1,0,tourism_linked,4,1.0,2,True,moderate,0.92,tourism_attributed,adult_male,False
GHE-00258,G-0002,2016-12-04,Susa,gastrointestinal,mild,6,1,0,background_seasonal,4,4.0,2,True,moderate,0.88,tourism_attributed,adult_male,False
GHE-00259,G-0002,2017-01-25,Susa,injury,mild,7,1,0,background_seasonal,3,7.0,1,True,mild,0.73,tourism_attributed,adult_male,False
GHE-00260,G-0002,2017-03-11,Susa,dermatological,mild,5,1,0,background_seasonal,3,0.0,2,True,moderate,0.82,tourism_attributed,adult_male,False
GHE-00261,G-0002,2017-03-27,Susa,gastrointestinal,moderate,16,1,1,background_seasonal,3,4.0,1,True,mild,0.73,tourism_attributed,adult_male,False
GHE-00262,G-0002,2017-04-11,Susa,gastrointestinal,moderate,7,1,1,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00263,G-0002,2017-05-12,Susa,respiratory,moderate,9,1,1,background_seasonal,4,3.0,2,True,moderate,0.92,tourism_attributed,adult_male,False
GHE-00264,G-0002,2017-05-23,Susa,respiratory,mild,8,1,0,background_seasonal,2,2.0,2,True,moderate,0.72,tourism_attributed,adult_male,False
GHE-00265,G-0002,2017-05-29,Susa,respiratory,mild,5,1,0,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00266,G-0002,2017-06-01,Susa,other,mild,6,1,0,background_seasonal,5,3.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00267,G-0002,2017-07-22,Susa,respiratory,moderate,9,1,1,background_seasonal,6,3.0,3,True,severe,1.0,tourism_attributed,adult_male,False
GHE-00268,G-0002,2017-10-15,Susa,respiratory,severe,23,1,1,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00269,G-0002,2017-11-26,Susa,respiratory,mild,8,1,0,tourism_linked,5,2.0,3,True,severe,1.0,tourism_attributed,adult_male,False
GHE-00270,G-0002,2018-03-18,Susa,respiratory,moderate,16,1,1,background_seasonal,1,8.0,2,True,moderate,0.54,tourism_attributed,adult_male,False
GHE-00271,G-0002,2018-05-24,Susa,gastrointestinal,mild,3,1,0,background_seasonal,2,1.0,2,True,moderate,0.72,tourism_attributed,adult_male,False
GHE-00272,G-0002,2018-05-27,Susa,respiratory,mild,4,1,0,background_seasonal,4,2.0,2,True,moderate,0.92,tourism_attributed,adult_male,False
GHE-00273,G-0002,2018-05-30,Susa,respiratory,mild,6,1,0,background_seasonal,4,5.0,2,True,moderate,0.88,tourism_attributed,adult_male,False
GHE-00274,G-0002,2018-06-24,Susa,respiratory,moderate,12,1,1,tourism_linked,8,2.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00275,G-0002,2018-06-27,Susa,gastrointestinal,moderate,9,1,1,background_seasonal,8,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00276,G-0002,2018-08-08,Susa,respiratory,moderate,9,1,1,background_seasonal,3,3.0,1,True,mild,0.77,tourism_attributed,adult_male,False
GHE-00277,G-0002,2018-08-24,Susa,dermatological,mild,5,1,0,background_seasonal,6,1.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00278,G-0002,2018-09-03,Susa,respiratory,moderate,11,1,1,tourism_linked,8,1.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00279,G-0002,2018-10-16,Susa,respiratory,moderate,10,1,1,background_seasonal,5,2.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00280,G-0002,2019-02-09,Susa,respiratory,mild,6,1,0,tourism_linked,7,1.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00281,G-0002,2019-03-05,Susa,dermatological,moderate,15,1,0,background_seasonal,6,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00282,G-0002,2019-03-28,Susa,respiratory,moderate,14,1,1,background_seasonal,1,11.0,2,True,moderate,0.5,tourism_attributed,adult_male,False
GHE-00283,G-0002,2019-05-09,Susa,respiratory,moderate,14,1,1,tourism_linked,7,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00284,G-0002,2019-05-05,Susa,respiratory,mild,3,1,0,background_seasonal,6,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00285,G-0002,2019-05-24,Susa,gastrointestinal,mild,3,1,0,background_seasonal,2,6.0,1,True,mild,0.63,tourism_attributed,adult_male,False
GHE-00286,G-0002,2019-05-22,Susa,respiratory,mild,5,1,0,background_seasonal,3,4.0,1,True,mild,0.73,tourism_attributed,adult_male,False
GHE-00287,G-0002,2019-07-14,Susa,respiratory,mild,3,1,0,tourism_linked,3,3.0,2,True,moderate,0.82,tourism_attributed,adult_male,False
GHE-00288,G-0002,2019-07-17,Susa,respiratory,mild,5,1,0,background_seasonal,4,1.0,1,True,mild,0.87,tourism_attributed,adult_male,False
GHE-00289,G-0002,2019-08-16,Susa,dermatological,severe,16,1,0,background_seasonal,7,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00290,G-0002,2019-09-07,Susa,injury,mild,4,1,0,background_seasonal,4,0.0,2,True,moderate,0.92,tourism_attributed,adult_male,False
GHE-00291,G-0002,2019-09-30,Susa,respiratory,moderate,15,1,1,tourism_linked,4,2.0,2,True,moderate,0.92,tourism_attributed,adult_male,False
GHE-00292,G-0002,2019-10-10,Susa,respiratory,mild,5,1,0,background_seasonal,7,1.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00293,G-0002,2020-01-14,Susa,injury,moderate,7,1,1,background_seasonal,6,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00294,G-0002,2020-02-02,Susa,respiratory,mild,4,1,0,background_seasonal,1,5.0,1,True,mild,0.53,tourism_attributed,adult_male,False
GHE-00295,G-0002,2020-03-04,Susa,gastrointestinal,mild,3,1,0,background_seasonal,1,11.0,1,True,mild,0.45,tourism_possible,adult_male,False
GHE-00296,G-0002,2020-03-26,Susa,respiratory,severe,30,1,1,background_seasonal,7,2.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00297,G-0002,2020-04-29,Susa,respiratory,mild,6,1,0,background_seasonal,3,3.0,2,True,moderate,0.82,tourism_attributed,adult_male,False
GHE-00298,G-0002,2020-05-03,Susa,injury,moderate,9,1,1,background_seasonal,3,0.0,1,True,mild,0.77,tourism_attributed,adult_male,False
GHE-00299,G-0002,2020-07-25,Susa,respiratory,mild,6,1,0,tourism_linked,9,3.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00300,G-0002,2020-08-23,Susa,respiratory,mild,3,1,0,background_seasonal,2,1.0,2,True,moderate,0.72,tourism_attributed,adult_male,False
GHE-00301,G-0002,2020-10-15,Susa,respiratory,moderate,7,1,1,background_seasonal,3,10.0,2,True,moderate,0.74,tourism_attributed,adult_male,False
GHE-00302,G-0002,2020-11-30,Susa,respiratory,severe,35,1,1,background_seasonal,1,14.0,1,True,mild,0.45,tourism_possible,adult_male,False
GHE-00303,G-0002,2020-12-25,Susa,respiratory,mild,4,1,0,background_seasonal,6,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00304,G-0002,2021-01-12,Susa,respiratory,moderate,17,1,0,background_seasonal,4,2.0,2,True,moderate,0.92,tourism_attributed,adult_male,False
GHE-00305,G-0002,2021-01-27,Susa,respiratory,severe,16,1,0,background_seasonal,4,0.0,1,True,mild,0.87,tourism_attributed,adult_male,False
GHE-00306,G-0002,2021-03-08,Susa,respiratory,mild,4,1,0,background_seasonal,3,10.0,2,True,moderate,0.74,tourism_attributed,adult_male,False
GHE-00307,G-0002,2021-03-21,Susa,respiratory,moderate,10,1,1,tourism_linked,2,8.0,2,True,moderate,0.64,tourism_attributed,adult_male,False
GHE-00308,G-0002,2021-05-03,Susa,respiratory,mild,4,1,0,background_seasonal,4,1.0,2,True,moderate,0.92,tourism_attributed,adult_male,False
GHE-00309,G-0002,2021-05-24,Susa,respiratory,mild,3,1,0,background_seasonal,3,3.0,2,True,moderate,0.82,tourism_attributed,adult_male,False
GHE-00310,G-0002,2021-08-01,Susa,respiratory,moderate,7,1,1,background_seasonal,4,5.0,2,True,moderate,0.88,tourism_attributed,adult_male,False
GHE-00311,G-0002,2021-10-16,Susa,dermatological,moderate,9,1,1,background_seasonal,3,0.0,1,True,mild,0.77,tourism_attributed,adult_male,False
GHE-00312,G-0002,2022-01-04,Susa,respiratory,moderate,16,1,0,background_seasonal,1,2.0,1,True,mild,0.57,tourism_attributed,adult_male,False
GHE-00313,G-0002,2022-01-18,Susa,respiratory,mild,3,1,0,tourism_linked,3,6.0,1,True,mild,0.73,tourism_attributed,adult_male,False
GHE-00314,G-0002,2022-02-06,Susa,respiratory,moderate,17,1,1,background_seasonal,7,1.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00315,G-0002,2022-03-14,Susa,gastrointestinal,mild,5,1,0,background_seasonal,2,0.0,1,True,mild,0.67,tourism_attributed,adult_male,False
GHE-00316,G-0002,2022-04-07,Susa,respiratory,mild,7,1,0,background_seasonal,5,1.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00317,G-0002,2022-04-16,Susa,respiratory,mild,7,1,0,background_seasonal,4,2.0,2,True,moderate,0.92,tourism_attributed,adult_male,False
GHE-00318,G-0002,2022-06-02,Susa,respiratory,mild,3,1,0,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00319,G-0002,2022-06-24,Susa,respiratory,mild,4,1,0,background_seasonal,11,3.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00320,G-0002,2022-07-02,Susa,respiratory,fatal,5,0,1,tourism_linked,9,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00321,G-0002,2022-07-08,Susa,respiratory,mild,6,1,0,tourism_linked,6,4.0,2,True,moderate,0.98,tourism_attributed,adult_male,False
GHE-00322,G-0002,2022-08-25,Susa,respiratory,moderate,9,1,1,tourism_linked,6,3.0,1,True,mild,0.97,tourism_attributed,adult_male,False
GHE-00323,G-0002,2022-09-09,Susa,respiratory,mild,4,1,0,background_seasonal,4,3.0,2,True,moderate,0.92,tourism_attributed,adult_male,False
GHE-00324,G-0002,2022-09-10,Susa,dermatological,mild,3,1,0,background_seasonal,5,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00326,G-0002,2022-09-15,Susa,dermatological,mild,3,1,0,background_seasonal,7,0.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00327,G-0002,2022-09-19,Susa,gastrointestinal,moderate,17,1,1,background_seasonal,6,2.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
GHE-00328,G-0002,2022-10-07,Susa,gastrointestinal,mild,5,1,0,background_seasonal,8,2.0,2,True,moderate,1.0,tourism_attributed,adult_male,False
